combat_type,defense_leader,season_id,counter_leader,counter_units,defense_units,seen,win_percent,avg_banners,raw_text,source_url,skipped_duplicate_team_count
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,CEREJUNDA,"['CEREJUNDA', 'STARKILLER', 'TARONMALICOS']","['CC2224', 'CAPTAINREX', 'KIX']",75,94.0,53.07,Seen 75 Win % 94% Avg 53.07,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,CEREJUNDA,"['CEREJUNDA', 'KYLORENUNMASKED', 'TARONMALICOS']","['CC2224', 'CAPTAINREX', 'KIX']",377,93.0,52.52,Seen 377 Win % 93% Avg 52.52,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JABBATHEHUTT,"['JABBATHEHUTT', 'BOUSHH', 'KRRSANTAN']","['CC2224', 'CAPTAINREX', 'KIX']",1183,92.0,51.67,"Seen 1,183 Win % 92% Avg 51.67",https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,THIRDSISTER,"['THIRDSISTER', 'GRANDINQUISITOR', 'SEVENTHSISTER']","['CC2224', 'CAPTAINREX', 'KIX']",2139,91.0,50.84,"Seen 2,139 Win % 91% Avg 50.84",https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,QUEENAMIDALA,"['QUEENAMIDALA', 'MASTERQUIGON', 'PADAWANOBIWAN']","['CC2224', 'CAPTAINREX', 'KIX']",1325,90.0,51.71,"Seen 1,325 Win % 90% Avg 51.71",https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,CEREJUNDA,"['CEREJUNDA', 'FULCRUMAHSOKA', 'TARONMALICOS']","['CC2224', 'CAPTAINREX', 'KIX']",582,90.0,50.42,Seen 582 Win % 90% Avg 50.42,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SATELESHAN,"['SATELESHAN', 'JEDIKNIGHTREVAN', 'JOLEEBINDO']","['CC2224', 'CAPTAINREX', 'KIX']",309,86.0,49.26,Seen 309 Win % 86% Avg 49.26,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'WATTAMBOR']","['CC2224', 'CAPTAINREX', 'KIX']",200,86.0,47.12,Seen 200 Win % 86% Avg 47.12,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'ARMORER', 'SITHTROOPER']","['CC2224', 'CAPTAINREX', 'KIX']",103,84.0,42.95,Seen 103 Win % 84% Avg 42.95,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,STORMTROOPERLUKE,"['STORMTROOPERLUKE', 'PRINCESSLEIA', 'STORMTROOPERHAN']","['CC2224', 'CAPTAINREX', 'KIX']",1210,81.0,45.74,"Seen 1,210 Win % 81% Avg 45.74",https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MANDALORBOKATAN,"['MANDALORBOKATAN', 'IG12', 'THEMANDALORIANBESKARARMOR']","['CC2224', 'CAPTAINREX', 'KIX']",777,80.0,43.77,Seen 777 Win % 80% Avg 43.77,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GREATMOTHERS,"['GREATMOTHERS', 'MORGANELSBETH', 'NIGHTSISTERSPIRIT']","['CC2224', 'CAPTAINREX', 'KIX']",2110,79.0,44.66,"Seen 2,110 Win % 79% Avg 44.66",https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHNIHILUS,"['DARTHNIHILUS', 'DARTHTRAYA', 'SAVAGEOPRESS']","['CC2224', 'CAPTAINREX', 'KIX']",916,79.0,42.49,Seen 916 Win % 79% Avg 42.49,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GRANDMASTERLUKE,"['GRANDMASTERLUKE', 'JEDIKNIGHTCAL', 'JEDIKNIGHTLUKE']","['CC2224', 'CAPTAINREX', 'KIX']",775,77.0,42.48,Seen 775 Win % 77% Avg 42.48,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHMALGUS,"['DARTHMALGUS', 'DARTHMALAK', 'DARTHREVAN']","['CC2224', 'CAPTAINREX', 'KIX']",351,76.0,41.29,Seen 351 Win % 76% Avg 41.29,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MANDALORBOKATAN,"['MANDALORBOKATAN', 'IG12', 'PAZVIZSLA']","['CC2224', 'CAPTAINREX', 'KIX']",311,73.0,40.19,Seen 311 Win % 73% Avg 40.19,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,BAYLANSKOLL,"['BAYLANSKOLL', 'MARROK', 'SHINHATI']","['CC2224', 'CAPTAINREX', 'KIX']",367,73.0,41.17,Seen 367 Win % 73% Avg 41.17,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SATELESHAN,"['SATELESHAN', 'BASTILASHAN', 'JEDIKNIGHTREVAN']","['CC2224', 'CAPTAINREX', 'KIX']",511,70.0,39.74,Seen 511 Win % 70% Avg 39.74,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHTRAYA,"['DARTHTRAYA', 'DARTHNIHILUS', 'SAVAGEOPRESS']","['CC2224', 'CAPTAINREX', 'KIX']",836,70.0,39.7,Seen 836 Win % 70% Avg 39.7,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,PADMEAMIDALA,"['PADMEAMIDALA', 'AHSOKATANO', 'GENERALKENOBI']","['CC2224', 'CAPTAINREX', 'KIX']",127,65.0,35.43,Seen 127 Win % 65% Avg 35.43,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHBANE,"['DARTHBANE', 'COUNTDOOKU']","['CC2224', 'CAPTAINREX', 'KIX']",144,65.0,35.99,Seen 144 Win % 65% Avg 35.99,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHREVAN,"['DARTHREVAN', 'MISSIONVAO', 'ZAALBAR']","['CC2224', 'CAPTAINREX', 'KIX']",345,62.0,33.27,Seen 345 Win % 62% Avg 33.27,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,JEDIMASTERMACEWINDU,"['JEDIMASTERMACEWINDU', 'DEPABILLABA', 'VANGUARDTEMPLEGUARD']","['CC2224', 'CAPTAINREX', 'KIX']",180,52.0,28.84,Seen 180 Win % 52% Avg 28.84,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,TUSKENCHIEFTAIN,"['TUSKENCHIEFTAIN', 'TUSKENHUNTRESS', 'TUSKENRAIDER']","['CC2224', 'CAPTAINREX', 'KIX']",322,47.0,25.97,Seen 322 Win % 47% Avg 25.97,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHMALGUS,"['DARTHMALGUS', 'BASTILASHANDARK', 'DARTHMALAK']","['CC2224', 'CAPTAINREX', 'KIX']",145,36.0,19.77,Seen 145 Win % 36% Avg 19.77,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GENERALSKYWALKER,"['GENERALSKYWALKER', 'CT5555', 'CT7567']","['CC2224', 'CAPTAINREX', 'KIX']",533,36.0,19.17,Seen 533 Win % 36% Avg 19.17,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,EMPERORPALPATINE,"['EMPERORPALPATINE', 'MARAJADE', 'VADERDUELSEND']","['CC2224', 'CAPTAINREX', 'KIX']",159,33.0,18.68,Seen 159 Win % 33% Avg 18.68,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHNIHILUS,"['DARTHNIHILUS', 'DARTHSION', 'DARTHTRAYA']","['CC2224', 'CAPTAINREX', 'KIX']",128,29.0,15.88,Seen 128 Win % 29% Avg 15.88,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GRANDMOFFTARKIN,"['GRANDMOFFTARKIN', 'DISGUISEDCLONETROOPER', 'SCORCH']","['CC2224', 'CAPTAINREX', 'KIX']",95,25.0,14.33,Seen 95 Win % 25% Avg 14.33,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHREVAN,"['DARTHREVAN', 'BASTILASHANDARK', 'DARTHMALAK']","['CC2224', 'CAPTAINREX', 'KIX']",161,24.0,14.11,Seen 161 Win % 24% Avg 14.11,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,WAMPA,['WAMPA'],"['CC2224', 'CAPTAINREX', 'KIX']",283,21.0,12.62,Seen 283 Win % 21% Avg 12.62,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GENERALSKYWALKER,"['GENERALSKYWALKER', 'ARCTROOPER501ST', 'CT210408']","['CC2224', 'CAPTAINREX', 'KIX']",192,20.0,11.37,Seen 192 Win % 20% Avg 11.37,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,CAPTAINENOCH,"['CAPTAINENOCH', 'DEATHTROOPERPERIDEA', 'NIGHTTROOPER']","['CC2224', 'CAPTAINREX', 'KIX']",101,15.0,8.7,Seen 101 Win % 15% Avg 8.7,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MOFFGIDEONS3,"['MOFFGIDEONS3', 'MOFFGIDEONS1', 'SCOUTTROOPER_V3']","['CC2224', 'CAPTAINREX', 'KIX']",219,14.0,8.49,Seen 219 Win % 14% Avg 8.49,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DASHRENDAR,"['DASHRENDAR', 'CHEWBACCALEGENDARY', 'HANSOLO']","['CC2224', 'CAPTAINREX', 'KIX']",503,11.0,6.44,Seen 503 Win % 11% Avg 6.44,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DOCTORAPHRA,"['DOCTORAPHRA', 'BT1', 'TRIPLEZERO']","['CC2224', 'CAPTAINREX', 'KIX']",105,11.0,6.21,Seen 105 Win % 11% Avg 6.21,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,COMMANDERLUKESKYWALKER,"['COMMANDERLUKESKYWALKER', 'CHEWBACCALEGENDARY', 'HANSOLO']","['CC2224', 'CAPTAINREX', 'KIX']",97,11.0,6.39,Seen 97 Win % 11% Avg 6.39,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DOCTORAPHRA,"['DOCTORAPHRA', 'BT1', 'IG90']","['CC2224', 'CAPTAINREX', 'KIX']",91,10.0,6.2,Seen 91 Win % 10% Avg 6.2,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,CC2224,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,ADMIRALRADDUS,"['ADMIRALRADDUS', 'CASSIANANDOR', 'JYNERSO']","['CC2224', 'CAPTAINREX', 'KIX']",134,5.0,3.43,Seen 134 Win % 5% Avg 3.43,https://swgoh.gg/gac/counters/CC2224/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['GLAHSOKATANO', 'GENERALSYNDULLA', 'HUYANG']",583,100.0,56.82,Seen 583 Win % 100% Avg 56.82,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['GLAHSOKATANO', 'FULCRUMAHSOKA', 'HUYANG']",333,100.0,56.7,Seen 333 Win % 100% Avg 56.7,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['GLAHSOKATANO', 'FULCRUMAHSOKA', 'PADAWANSABINE']",306,100.0,56.79,Seen 306 Win % 100% Avg 56.79,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['GLAHSOKATANO', 'HUYANG', 'PADAWANSABINE']",3044,99.0,56.69,"Seen 3,044 Win % 99% Avg 56.69",https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['GLAHSOKATANO', 'GENERALSYNDULLA', 'PADAWANSABINE']",738,99.0,56.62,Seen 738 Win % 99% Avg 56.62,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'DARTHBANE']","['GLAHSOKATANO', 'HUYANG', 'PADAWANSABINE']",330,98.0,57.31,Seen 330 Win % 98% Avg 57.31,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'DARTHBANE']","['GLAHSOKATANO', 'EZRAEXILE', 'FULCRUMAHSOKA']",366,96.0,55.96,Seen 366 Win % 96% Avg 55.96,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'DARTHBANE']","['GLAHSOKATANO', 'EZRAEXILE', 'PADAWANSABINE']",5890,95.0,55.38,"Seen 5,890 Win % 95% Avg 55.38",https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,DARTHBANE,"['DARTHBANE', 'COUNTDOOKU']","['GLAHSOKATANO', 'HUYANG', 'PADAWANSABINE']",399,95.0,52.34,Seen 399 Win % 95% Avg 52.34,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'GENERALHUX']","['GLAHSOKATANO', 'EZRAEXILE', 'PADAWANSABINE']",3205,93.0,50.42,"Seen 3,205 Win % 93% Avg 50.42",https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,QUEENAMIDALA,"['QUEENAMIDALA', 'MASTERQUIGON', 'PADAWANOBIWAN']","['GLAHSOKATANO', 'HUYANG', 'PADAWANSABINE']",498,92.0,52.79,Seen 498 Win % 92% Avg 52.79,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['GLAHSOKATANO', 'EZRAEXILE', 'GENERALSYNDULLA']",6436,90.0,50.98,"Seen 6,436 Win % 90% Avg 50.98",https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,MANDALORBOKATAN,"['MANDALORBOKATAN', 'IG12', 'THEMANDALORIANBESKARARMOR']","['GLAHSOKATANO', 'HUYANG', 'PADAWANSABINE']",474,90.0,48.83,Seen 474 Win % 90% Avg 48.83,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'GENERALHUX']","['GLAHSOKATANO', 'EZRAEXILE', 'GENERALSYNDULLA']",601,88.0,47.64,Seen 601 Win % 88% Avg 47.64,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'GENERALHUX']","['GLAHSOKATANO', 'EZRAEXILE', 'HUYANG']",4729,87.0,46.58,"Seen 4,729 Win % 87% Avg 46.58",https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['GLAHSOKATANO', 'EZRAEXILE', 'FULCRUMAHSOKA']",1573,87.0,48.9,"Seen 1,573 Win % 87% Avg 48.9",https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['GLAHSOKATANO', 'EZRAEXILE', 'PADAWANSABINE']",23,86.0,48.54,Seen 23.4K Win % 86% Avg 48.54,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'DARTHBANE']","['GLAHSOKATANO', 'EZRAEXILE', 'GENERALSYNDULLA']",1669,86.0,50.2,"Seen 1,669 Win % 86% Avg 50.2",https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'KYLORENUNMASKED']","['GLAHSOKATANO', 'EZRAEXILE', 'PADAWANSABINE']",1497,85.0,47.31,"Seen 1,497 Win % 85% Avg 47.31",https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,SITHPALPATINE,"['SITHPALPATINE', 'DARTHBANE']","['GLAHSOKATANO', 'EZRAEXILE', 'HUYANG']",11,84.0,49.48,Seen 11.4K Win % 84% Avg 49.48,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,BAYLANSKOLL,"['BAYLANSKOLL', 'MARROK', 'SHINHATI']","['GLAHSOKATANO', 'HUYANG', 'PADAWANSABINE']",509,84.0,45.49,Seen 509 Win % 84% Avg 45.49,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,GLLEIA,"['GLLEIA', 'CAPTAINDROGAN', 'R2D2_LEGENDARY']","['GLAHSOKATANO', 'EZRAEXILE', 'HUYANG']",36,82.0,45.92,Seen 36.7K Win % 82% Avg 45.92,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
characters,GLAHSOKATANO,CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,STRANGER,"['STRANGER', 'MAULHATEFUELED', 'STARKILLER']","['GLAHSOKATANO', 'EZRAEXILE', 'PADAWANSABINE']",609,79.0,43.78,Seen 609 Win % 79% Avg 43.78,https://swgoh.gg/gac/counters/GLAHSOKATANO/?season_id=CHAMPIONSHIPS_GRAND_ARENA_GA2_EVENT_SEASON_79,1
